,Age,SkinType,SkinConcerns,SkinTyone,Anti-Acne
169607,25-34,Dry,Blackheads,Tan,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169609,18-24,Dry,Blackheads,Porcelain,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169611,18-24,Dry,Redness,Light,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169612,18-24,Oily,Acne,Deep,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169615,18-24,Dry,Redness,Fair,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169620,55-120,Dry,Blackheads,Light,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169624,18-24,Dry,Dullness,Olive,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169628,25-34,Combination,Dark circles,Medium,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169631,25-34,Dry,Cellulite,Dark,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169632,25-34,Oily,Acne,Deep,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169634,45-54,Oily,Aging,Fair,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169637,25-34,Normal,Acne,Olive,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169639,25-34,Normal,Blackheads,Light,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169642,55-120,Combination,Blackheads,Medium,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169643,25-34,Normal,Blackheads,Tan,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169647,18-24,Normal,Aging,Deep,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169650,18-24,Dry,Aging,Porcelain,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169653,25-34,Normal,Dark circles,Light,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169656,18-24,Dry,Blackheads,Medium,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169657,18-24,Dry,Calluses,Dark,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169663,18-24,Normal,Sensitivity,Fair,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169666,35-44,Combination,Aging,Tan,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169669,25-34,Combination,Blackheads,Tan,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169679,25-34,Dry,Dark circles,Fair,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169682,25-34,Normal,Aging,Ebony,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169683,55-120,Combination,Sensitivity,Light,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169685,18-24,Normal,Blackheads,Medium,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169688,18-24,Normal,Aging,Tan,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169690,18-24,Dry,Dark circles,Medium,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169693,25-34,Normal,Dullness,Light,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169695,55-120,Normal,Aging,Medium,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169696,55-120,Normal,Dark circles,Light,"Soybean,Oat,Gluconolactone,Hydrogenated Vegetable Oil"
169712,13-17,Dry,Sun damage,Tan,Oat
169788,25-34,Dry,Aging,Ebony,Oat
169813,13-17,Normal,Dark circles,Medium,Oat
169814,18-24,Dry,Aging,Light,"Grape,Tea Tree,Grapefruit"
169815,18-24,Combination,Acne,Medium,"Grape,Tea Tree,Grapefruit"
169816,25-34,Oily,Acne,Fair,"Grape,Tea Tree,Grapefruit"
169817,35-44,Normal,Aging,Light,"Grape,Tea Tree,Grapefruit"
169818,25-34,Combination,Cellulite,Light,"Grape,Tea Tree,Grapefruit"
169819,45-54,Combination,Acne,Light,"Grape,Tea Tree,Grapefruit"
169820,25-34,Oily,Acne,Light,"Grape,Tea Tree,Grapefruit"
169821,25-34,Combination,Dark circles,Dark,"Grape,Tea Tree,Grapefruit"
169822,18-24,Normal,Aging,Medium,"Grape,Tea Tree,Grapefruit"
169823,35-44,Combination,Acne,Deep,"Grape,Tea Tree,Grapefruit"
169824,18-24,Oily,Acne,Tan,"Grape,Tea Tree,Grapefruit"
169825,18-24,Combination,Acne,Fair,"Grape,Tea Tree,Grapefruit"
169826,35-44,Oily,Acne,Fair,"Grape,Tea Tree,Grapefruit"
169827,13-17,Oily,Acne,Deep,"Grape,Tea Tree,Grapefruit"
169828,25-34,Combination,Acne,Medium,"Grape,Tea Tree,Grapefruit"
169829,25-34,Combination,Aging,Tan,"Grape,Tea Tree,Grapefruit"
169830,13-17,Oily,Acne,Medium,"Grape,Tea Tree,Grapefruit"
169831,25-34,Combination,Acne,Fair,"Grape,Tea Tree,Grapefruit"
169832,18-24,Normal,Aging,Light,Oat
169833,18-24,Normal,Dark circles,Light,Oat
169834,25-34,Oily,Acne,Medium,Oat
169836,18-24,Oily,Acne,Medium,Oat
169837,18-24,Combination,Acne,Medium,Oat
169838,18-24,Combination,Acne,Porcelain,Oat
169839,18-24,Combination,Aging,Fair,Oat
169840,35-44,Normal,Acne,Light,Oat
169842,18-24,Dry,Aging,Porcelain,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169843,25-34,Dry,Blackheads,Olive,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169844,18-24,Dry,Acne,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169845,18-24,Normal,Acne,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169846,18-24,Combination,Aging,Olive,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169847,25-34,Dry,Cellulite,Porcelain,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169848,25-34,Oily,Acne,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169849,18-24,Combination,Acne,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169850,25-34,Combination,Sensitivity,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169851,25-34,Dry,Acne,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169852,25-34,Dry,Cellulite,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169853,25-34,Combination,Acne,Olive,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169854,25-34,Combination,Acne,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169855,25-34,Oily,Acne,Olive,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169856,25-34,Combination,Aging,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169858,25-34,Combination,Acne,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169859,35-44,Oily,Acne,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169860,35-44,Oily,Acne,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169861,18-24,Combination,Redness,Tan,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169862,13-17,Normal,Dullness,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169863,25-34,Combination,Acne,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169865,25-34,Oily,Acne,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169867,18-24,Dry,Blackheads,Dark,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169868,18-24,Combination,Acne,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169869,25-34,Combination,Aging,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169872,18-24,Dry,Aging,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169874,25-34,Combination,Aging,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169875,18-24,Combination,Acne,Deep,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169879,18-24,Oily,Acne,Olive,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169881,35-44,Dry,Aging,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169882,18-24,Combination,Acne,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169883,25-34,Normal,Sensitivity,Olive,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169884,18-24,Dry,Acne,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169885,25-34,Oily,Aging,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169886,25-34,Normal,Acne,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169888,25-34,Combination,Blackheads,Tan,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169891,18-24,Oily,Acne,Dark,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169892,25-34,Oily,Pores,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169893,13-17,Oily,Acne,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169894,55-120,Combination,Acne,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169896,35-44,Combination,Aging,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169898,18-24,Combination,Acne,Olive,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169899,25-34,Dry,Aging,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169901,18-24,Combination,Blackheads,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169902,55-120,Combination,Acne,Deep,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169903,18-24,Normal,Acne,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169904,25-34,Oily,Sun damage,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169905,25-34,Oily,Acne,Tan,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169906,13-17,Combination,Aging,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169908,55-120,Dry,Aging,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169909,18-24,Dry,Dullness,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169910,55-120,Combination,Acne,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169912,18-24,Oily,Acne,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169915,13-17,Combination,Dark circles,Porcelain,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169916,25-34,Dry,Acne,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169917,25-34,Dry,Acne,Tan,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169918,25-34,Dry,Cellulite,Tan,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169921,13-17,Combination,Acne,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169922,25-34,Combination,Sensitivity,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169923,25-34,Combination,Redness,Olive,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169925,25-34,Combination,Aging,Tan,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169926,55-120,Combination,Cellulite,Olive,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169930,25-34,Oily,Acne,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169931,18-24,Combination,Sun damage,Deep,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169932,25-34,Dry,Aging,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169935,18-24,Normal,Dullness,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169936,18-24,Combination,Aging,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169937,25-34,Dry,Acne,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169939,25-34,Combination,Acne,Tan,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169940,25-34,Combination,Pores,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169941,18-24,Dry,Sensitivity,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169943,13-17,Dry,Aging,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169946,25-34,Combination,Dark circles,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169948,18-24,Oily,Acne,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169949,18-24,Combination,Dullness,Deep,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169954,18-24,Dry,Aging,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169955,18-24,Oily,Acne,Tan,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169956,25-34,Normal,Cellulite,Dark,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169957,18-24,Combination,Blackheads,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169958,25-34,Normal,Acne,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169959,25-34,Normal,Dark circles,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169961,25-34,Combination,Blackheads,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169962,45-54,Combination,Blackheads,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169963,25-34,Oily,Acne,Dark,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169966,55-120,Combination,Dullness,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169967,18-24,Normal,Aging,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169968,35-44,Normal,Acne,Olive,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169969,25-34,Combination,Dark circles,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169972,18-24,Normal,Sun damage,Olive,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169973,18-24,Oily,Blackheads,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169975,13-17,Combination,Aging,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169978,18-24,Normal,Dark circles,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169983,18-24,Normal,Sun damage,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169984,25-34,Combination,Sensitivity,Porcelain,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169986,18-24,Combination,Dullness,Ebony,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169987,25-34,Combination,Blackheads,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169988,25-34,Dry,Blackheads,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169989,18-24,Combination,Blackheads,Tan,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169992,18-24,Dry,Acne,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169994,55-120,Dry,Acne,Deep,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169995,18-24,Dry,Sun damage,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169996,25-34,Dry,Acne,Deep,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169998,25-34,Combination,Sun damage,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
169999,18-24,Dry,Aging,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170000,55-120,Combination,Acne,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170001,45-54,Combination,Blackheads,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170002,18-24,Combination,Sensitivity,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170004,18-24,Dry,Acne,Porcelain,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170005,13-17,Dry,Aging,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170006,45-54,Combination,Dark circles,Olive,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170007,18-24,Combination,Dullness,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170008,18-24,Normal,Dullness,Deep,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170009,25-34,Oily,Blackheads,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170010,18-24,Combination,Aging,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170012,35-44,Oily,Aging,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170013,25-34,Normal,Aging,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170014,35-44,Combination,Sensitivity,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170017,18-24,Normal,Cellulite,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170018,25-34,Oily,Aging,Olive,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170022,25-34,Combination,Acne,Dark,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170023,25-34,Combination,Dullness,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170024,35-44,Combination,Aging,Olive,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170025,18-24,Combination,Aging,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170026,25-34,Oily,Dark circles,Deep,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170029,25-34,Normal,Aging,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170030,25-34,Combination,Dullness,Porcelain,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170031,35-44,Combination,Acne,Tan,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170035,18-24,Normal,Dullness,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170043,35-44,Dry,Aging,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170044,18-24,Normal,Aging,Olive,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170046,18-24,Normal,Acne,Porcelain,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170047,18-24,Normal,Dullness,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170049,18-24,Oily,Dark circles,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170051,25-34,Dry,Blackheads,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170052,18-24,Normal,Dark circles,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170053,18-24,Normal,Sun damage,Tan,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170055,35-44,Combination,Aging,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170058,35-44,Combination,Acne,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170063,18-24,Dry,Cellulite,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170065,25-34,Combination,Dullness,Olive,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170066,35-44,Combination,Dark circles,Tan,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170068,18-24,Dry,Acne,Tan,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170075,35-44,Dry,Acne,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170076,18-24,Dry,Dullness,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170078,13-17,Combination,Acne,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170079,25-34,Combination,Dark circles,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170084,13-17,Normal,Aging,Tan,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170085,18-24,Combination,Dark circles,Deep,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170089,25-34,Normal,Blackheads,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170091,25-34,Oily,Aging,Tan,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170092,25-34,Oily,Blackheads,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170093,55-120,Combination,Aging,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170094,25-34,Oily,Dark circles,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170097,35-44,Combination,Acne,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170100,25-34,Normal,Acne,Tan,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170101,18-24,Combination,Dullness,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170102,18-24,Dry,Aging,Ebony,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170103,18-24,Normal,Aging,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170108,13-17,Combination,Blackheads,Deep,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170114,35-44,Oily,Acne,Porcelain,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170115,25-34,Combination,Pores,Olive,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170122,18-24,Combination,Dark circles,Olive,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170123,13-17,Normal,Dark circles,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170125,25-34,Combination,Cuticles,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170126,13-17,Combination,Blackheads,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170127,13-17,Dry,Aging,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170128,45-54,Normal,Aging,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170135,18-24,Normal,Acne,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170136,25-34,Normal,Blackheads,Porcelain,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170142,18-24,Dry,Dark circles,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170145,45-54,Oily,Acne,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170147,18-24,Combination,Aging,Dark,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170148,18-24,Normal,Blackheads,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170150,18-24,Normal,Acne,Tan,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170153,13-17,Dry,Acne,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170155,25-34,Combination,Sensitivity,Olive,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170156,35-44,Combination,Sun damage,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170159,25-34,Combination,Blackheads,Porcelain,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170161,45-54,Combination,Aging,Porcelain,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170168,25-34,Dry,Redness,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170171,35-44,Combination,Acne,Dark,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170172,25-34,Dry,Sensitivity,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170175,13-17,Dry,Dullness,Light,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170178,18-24,Combination,Sun damage,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170179,25-34,Combination,Acne,Porcelain,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170181,18-24,Normal,Aging,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170182,13-17,Dry,Acne,Porcelain,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170185,13-17,Combination,Aging,Medium,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170186,35-44,Combination,Dark circles,Fair,"Lactic Acid,Soybean,Oat,Sage,Raspberry"
170187,25-34,Dry,Aging,Light,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170188,25-34,Combination,Acne,Light,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170189,18-24,Combination,Acne,Porcelain,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170190,18-24,Combination,Aging,Medium,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170191,18-24,Dry,Dullness,Fair,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170192,18-24,Combination,Aging,Fair,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170193,18-24,Combination,Acne,Medium,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170194,25-34,Normal,Dullness,Tan,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170195,25-34,Dry,Acne,Medium,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170196,25-34,Combination,Acne,Fair,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170197,35-44,Dry,Dark circles,Ebony,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170198,35-44,Combination,Aging,Medium,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170199,25-34,Dry,Dark circles,Fair,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170200,25-34,Combination,Acne,Medium,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170202,13-17,Combination,Aging,Medium,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170203,18-24,Combination,Acne,Fair,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170204,18-24,Combination,Acne,Light,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170206,18-24,Combination,Blackheads,Light,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170207,25-34,Combination,Aging,Light,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170208,25-34,Combination,Aging,Olive,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170210,25-34,Combination,Aging,Ebony,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170211,55-120,Oily,Acne,Light,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170212,18-24,Normal,Dark circles,Fair,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170214,18-24,Dry,Blackheads,Fair,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170216,18-24,Dry,Blackheads,Tan,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170217,25-34,Normal,Aging,Medium,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170219,35-44,Oily,Acne,Deep,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170221,18-24,Dry,Aging,Medium,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170222,35-44,Dry,Aging,Light,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170223,18-24,Combination,Aging,Light,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170224,25-34,Normal,Aging,Porcelain,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170226,35-44,Combination,Aging,Fair,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170227,25-34,Oily,Acne,Light,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170228,18-24,Dry,Acne,Fair,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170229,35-44,Combination,Acne,Medium,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170231,25-34,Combination,Aging,Fair,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170232,25-34,Normal,Aging,Light,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170233,45-54,Combination,Acne,Fair,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
170234,45-54,Oily,Sensitivity,Olive,"Grape,Orange,Grapefruit,Phytosphingosine,Raspberry"
